x	y	angle	response
102.979	784.481	294.272	0.0200688
103.386	756.596	339.864	0.0328982
103.612	742.257	21.9366	0.0306827
103.612	742.257	307.112	0.0306827
104.264	845.982	262.447	0.0249435
104.668	954.984	101.656	0.0389619
105.034	892.189	234.529	0.0186474
105.651	969.351	127.661	0.0250466
106.254	821.49	91.4215	0.0445288
106.871	791.849	54.2416	0.0197583
107.412	769.838	286.021	0.0247851
107.465	231.201	184.921	0.0446386
107.579	199.471	269.989	0.0215348
107.76	995.147	91.0632	0.0179834
108.042	745.952	28.6877	0.0262102
108.363	843.908	105.328	0.0197981
108.444	834.66	95.1776	0.0349054
108.444	834.66	272.099	0.0349054
108.582	1023.11	84.999	0.014675
108.947	794.387	57.4799	0.0308653
109.276	850.58	98.7968	0.0268294
109.982	809.634	80.5357	0.0396047
109.982	809.634	240.185	0.0396047
110.132	806.106	72.9538	0.0253953
110.572	961.804	287.349	0.0134608
110.73	750.062	140.698	0.0176568
110.75	732.586	322.046	0.0193061
110.836	809.078	78.4157	0.040567
111.248	777.199	14.3425	0.0184989
111.248	777.199	272.201	0.0184989
111.395	786.905	347.359	0.0186223
112.152	190.525	194.003	0.0320765
112.152	190.525	252.436	0.0320765
112.244	950.05	95.2167	0.0181448
112.395	859.646	108.558	0.0230923
112.395	859.646	183.984	0.0230923
113.076	967.348	287.345	0.0272213
113.488	829.958	81.9146	0.0565543
113.667	804.797	40.5034	0.0239407
114.031	894.417	243.495	0.0282025
114.031	894.417	337.744	0.0282025
114.23	1031.53	84.0463	0.0196113
114.248	750.674	158.447	0.0188336
114.647	835.959	271.2	0.03341
115.022	788.944	208.859	0.0180484
115.211	809.439	198.324	0.0242043
115.837	784.081	347.852	0.0304584
116.001	958.101	250.345	0.0205193
116.581	994.329	98.4596	0.0140274
116.782	1060.9	185.619	0.0273738
116.881	153.457	15.0828	0.020551
116.881	153.457	193.321	0.020551
117.842	689.535	108.062	0.0142755
118.805	893.26	184.126	0.0370619
118.805	893.26	337.135	0.0370619
118.891	797.347	77.3107	0.020571
118.901	788.44	18.5769	0.0253027
118.901	788.44	214.13	0.0253027
119.085	851.312	109.884	0.0231724
119.417	770.659	117.732	0.0175069
119.417	770.659	300.656	0.0175069
119.856	886.668	202.493	0.0239772
119.883	829.898	87.8369	0.0508034
120.207	944.443	40.5302	0.0228491
120.276	964.046	273.51	0.0498788
120.601	724.125	143.55	0.0133719
120.781	136.743	187.391	0.0280613
120.864	846.339	102.305	0.0252636
120.864	846.339	282.473	0.0252636
121.527	953.124	54.1871	0.0269961
122.501	876.124	27.4498	0.0273801
122.57	782.905	356.208	0.0198882
123.309	860.987	301.241	0.0232026
123.458	933.048	11.9845	0.0270327
123.859	785.512	48.7493	0.0178031
124.012	752.18	244.837	0.0153343
124.1	867.677	185.009	0.041424
124.244	883.604	328.525	0.032862
124.417	789.301	26.6225	0.0248575
124.417	789.301	276.53	0.0248575
124.473	807.914	272.505	0.021098
124.473	807.914	315.436	0.021098
124.532	847.64	268.872	0.0205012
126.203	917.086	355.254	0.0234973
126.257	876.986	40.5028	0.0355082
126.282	773.585	50.5311	0.0134604
126.293	896.183	322.641	0.0293761
126.426	857.002	103.934	0.0322035
126.426	857.002	293.131	0.0322035
126.532	566.671	77.3997	0.0191678
126.532	566.671	222.697	0.0191678
126.676	873.62	39.1585	0.0338694
127.216	777.917	236.903	0.0134451
127.395	814.908	249.007	0.0210079
127.527	781.849	219.062	0.0144502
127.676	943.424	30.923	0.0235879
127.733	695.846	335.224	0.0165512
127.956	824.2	92.5511	0.0268642
128.266	914.247	351.829	0.0243155
128.604	892.569	325.568	0.0175509
128.616	884.77	342.336	0.0305793
128.772	903.541	341.924	0.0367977
129.277	1077.73	191.913	0.021627
129.354	845.103	109.908	0.0239975
129.354	845.103	256.6	0.0239975
129.931	830.095	95.6556	0.0520352
130.41	955.972	36.4215	0.0200299
130.816	943.036	200.302	0.0142805
131.156	1109.05	215.912	0.0201965
131.221	858.691	13.5083	0.016582
131.221	858.691	191.401	0.016582
131.615	934.215	11.4285	0.0371961
131.643	899.58	120.325	0.025708
131.7	844.864	161.579	0.0320739
131.7	844.864	260.919	0.0320739
131.793	90.7888	192.513	0.0258131
131.835	774.858	227.061	0.0177631
132.507	850.88	102.378	0.028033
132.77	744.175	137.226	0.0147687
132.956	728.493	159.697	0.0141239
133.273	895.826	307.259	0.0206961
133.325	865.855	353.959	0.0190764
133.553	1032.86	180.717	0.0223875
133.609	811.788	198.517	0.0271759
133.681	887.402	358.493	0.0222207
133.815	860.07	101.682	0.0233024
133.841	991.371	92.2487	0.019529
133.841	991.371	271.515	0.019529
133.865	891.633	310.035	0.0148199
134.025	936.914	204.271	0.0193711
134.067	877.685	121.404	0.0226192
134.828	942.616	45.7008	0.0311782
134.992	807.238	15.7952	0.0266503
134.992	807.238	192.736	0.0266503
135.024	789.399	219.293	0.0187089
135.038	780.986	22.263	0.0203205
135.18	724.485	162.836	0.0261505
135.18	724.485	339.033	0.0261505
135.184	826.006	100.186	0.0282129
135.208	824.824	100.57	0.0256155
135.217	913.637	352.548	0.0380021
135.277	948.29	39.8419	0.0232913
135.357	948.25	40.9616	0.0232136
135.361	880.097	352.849	0.0218221
135.76	770.339	56.0296	0.0177786
135.76	770.339	225.724	0.0177786
136.015	963.858	269.433	0.0304483
136.107	711.75	329.111	0.0181158
136.123	893.822	309.434	0.0178825
136.147	541.354	272.294	0.0267573
136.409	1080.96	191.693	0.0200926
136.535	811.16	203.056	0.0231555
136.98	936.605	19.4552	0.0377602
136.989	988.584	266.05	0.0133811
137.073	874.926	121.361	0.0236194
137.073	874.926	320.628	0.0236194
138.146	751.397	147.509	0.013761
138.146	751.397	311.126	0.013761
138.167	896.728	317.628	0.0166467
138.224	1049.55	187.293	0.0208239
138.278	798.087	53.8473	0.0162086
138.278	798.087	164.033	0.0162086
138.299	1034.57	191.892	0.0192332
138.352	781.879	31.5446	0.0139091
138.729	999.348	187.997	0.0182117
138.931	1061.17	189.896	0.0224137
139.325	1019.08	170.339	0.0137317
139.415	805.369	179.575	0.0139535
139.426	953.148	29.3557	0.0464407
139.559	762.466	60.6195	0.0228695
139.564	835.749	269.105	0.0223512
139.598	222.249	174.236	0.0259616
139.724	1022.85	172.806	0.0156213
140.051	942.685	61.4101	0.013819
140.201	846.132	84.1172	0.0348696
140.234	866.995	126.11	0.0144498
140.297	684.833	108.921	0.0139895
140.482	538.688	270.516	0.0263386
140.501	937.77	19.1302	0.027269
140.605	42.0624	9.14563	0.0258316
140.605	42.0624	191.431	0.0258316
140.95	930.211	37.8203	0.0289177
141.215	808.986	50.6342	0.0285711
141.215	808.986	189.117	0.0285711
141.215	808.986	332.352	0.0285711
141.475	548.46	103.443	0.0195785
141.677	870.531	210.922	0.0173692
142.13	864.158	129.349	0.0135033
142.438	773.836	24.442	0.0199715
142.588	738.628	149.387	0.0231215
142.588	738.628	324.154	0.0231215
142.651	820.187	211.471	0.0173095
142.848	857.841	96.1247	0.0161994
143.419	878.419	199.756	0.0142827
143.621	920.578	247.048	0.0162331
143.876	787.174	243.227	0.0144963
143.963	746.457	330.147	0.0151431
143.978	970.669	84.7293	0.0204885
143.978	970.669	175.963	0.0204885
144.018	723.901	244.202	0.0163998
144.043	1018.04	172.28	0.0197997
144.06	908.739	157.695	0.0304592
144.09	732.963	158.365	0.0140265
144.09	732.963	258.374	0.0140265
144.091	912.982	160.495	0.0257734
144.136	896.806	314.613	0.0321095
144.158	779.802	23.6432	0.0270968
144.191	924.16	61.3409	0.0286525
144.217	786.682	240.347	0.0144893
144.473	794.067	160.884	0.0160973
144.473	794.067	194.131	0.0160973
144.473	794.067	256.081	0.0160973
144.644	766.143	15.9417	0.0217298
144.667	776.938	29.2929	0.0232001
145.086	988.318	217.149	0.0212853
145.101	963.414	250.857	0.0320427
145.371	864.561	161.257	0.0136064
145.463	828.957	81.0191	0.0543461
145.464	917.943	169.994	0.0137232
145.464	917.943	195.841	0.0137232
145.702	869.719	179.134	0.0172408
145.715	759.733	94.4854	0.0139633
145.858	838.009	289.026	0.0241355
146.419	847.457	269.643	0.0262851
146.557	903.527	311.01	0.0285138
146.641	884.009	169.091	0.0248715
146.743	753.191	325.741	0.015663
147.112	547.648	288.385	0.0140367
147.294	538.864	270.58	0.0272487
147.539	928.076	35.2229	0.0417851
147.539	928.076	77.3579	0.0417851
147.854	912.817	4.46567	0.0452495
147.854	912.817	133.981	0.0452495
147.904	860.315	17.7617	0.0240933
147.904	860.315	171.165	0.0240933
147.924	941.597	240.168	0.0133597
147.96	768.03	19.3239	0.0307737
147.965	968.137	246.694	0.0325434
148.424	920.875	70.4261	0.0374294
148.635	787.482	143.713	0.0270607
148.635	787.482	306.496	0.0270607
148.694	869.556	180.129	0.0210947
148.792	945.405	167.245	0.0246641
149.041	962.168	194.181	0.021962
149.21	774.972	195.366	0.0180419
149.395	895.706	169.989	0.0245237
149.548	763.381	209.126	0.0240895
149.603	778.903	233.271	0.0167175
149.882	855.708	116.707	0.038315
149.973	908.599	310.132	0.0211756
150.182	749.781	321.549	0.0247448
150.443	826.286	77.8899	0.0304936
150.564	211.106	299.172	0.0134868
150.576	829.128	77.687	0.0276303
150.919	725.197	147.767	0.0216928
150.919	725.197	260.018	0.0216928
150.944	978.735	350.573	0.0307268
151.046	953.585	205.123	0.0255116
151.26	862.845	7.38245	0.0281602
151.26	862.845	187.397	0.0281602
151.683	877.477	344.923	0.0192388
151.989	930.931	179.609	0.0265575
152.048	819.268	7.52469	0.0217927
152.05	891.543	353.378	0.0160591
152.075	197.738	62.5531	0.015261
152.08	872.918	9.38855	0.0181585
152.465	718.151	319.371	0.013538
152.495	935.602	188.997	0.0273588
152.625	205.729	60.4841	0.034908
152.625	205.729	287.73	0.034908
152.647	945.077	157.129	0.0277064
152.998	961.543	199.528	0.0331252
153.106	903.226	342.533	0.0166844
153.186	969.886	7.73257	0.0314589
153.921	906.859	325.729	0.0223951
154.003	994.072	184.365	0.0159342
154.169	917.4	349.379	0.0368858
154.432	724.898	326.196	0.024938
154.543	868.859	359.882	0.0237554
154.626	823.377	82.3988	0.0234906
154.779	948.437	58.7339	0.0183877
154.804	864.131	2.53189	0.0236539
155.175	830.362	92.0332	0.0509588
155.548	884.172	0.814331	0.0205906
155.604	842.907	15.2141	0.0430029
155.803	930.899	181.342	0.0352129
155.994	939.318	187.156	0.0378922
156.214	911.079	334.176	0.0248712
156.259	877.521	10.1341	0.0201536
156.259	877.521	333.117	0.0201536
156.307	905.353	344.552	0.0200355
156.445	737.858	296.614	0.0195196
156.572	979.987	357.337	0.0424182
156.619	773.235	56.7291	0.0206965
156.619	773.235	242.727	0.0206965
156.712	857.922	72.8236	0.0251621
156.953	784.723	142.19	0.016121
157.26	724.572	325.163	0.0206264
157.528	956.628	198.8	0.0422579
157.528	956.628	280.949	0.0422579
157.613	870.063	357.654	0.0154246
158.56	945.097	78.5127	0.0391433
159.248	950.922	230.437	0.0523312
159.488	993.255	186.796	0.0134965
159.787	916.916	153.023	0.0223782
160.158	1094.39	0.852081	0.0154161
160.635	85.7882	193.844	0.0248732
160.635	85.7882	334.921	0.0248732
160.743	1090.25	9.66843	0.0245659
161.016	1090.59	8.68231	0.0241728
161.058	1105.76	0.0961914	0.0249515
161.181	976.699	189.473	0.021863
161.251	884.278	189.397	0.0272484
161.694	863.694	179.349	0.0336153
161.826	851.281	85.226	0.0338238
161.826	851.281	270.43	0.0338238
161.879	766.496	46.1422	0.0170412
161.955	988.209	188.064	0.0196275
161.955	988.209	230.348	0.0196275
162.244	732.477	291.27	0.0151931
162.264	1002.87	187.936	0.0225861
162.412	769.812	49.6361	0.0370685
162.412	769.812	236.931	0.0370685
162.894	957.19	227.68	0.0352741
164.02	1087.02	88.0187	0.0238119
164.02	1087.02	270.582	0.0238119
164.065	795.762	230.956	0.0228357
164.112	220.001	4.31158	0.0140149
164.112	220.001	80.2011	0.0140149
164.187	778.424	238.462	0.016085
164.356	546.007	60.1436	0.0239753
164.356	546.007	97.2781	0.0239753
164.356	546.007	264.692	0.0239753
164.453	980.553	174.078	0.0258969
164.509	944.666	8.79196	0.0365125
165.441	846.207	272.045	0.0356158
165.488	766.049	41.2168	0.0272376
165.488	766.049	230.077	0.0272376
165.971	1016.89	6.45398	0.0205879
166.397	918.269	172.812	0.0231262
166.397	918.269	316.009	0.0231262
166.48	673.241	11.8353	0.0161849
166.728	830.8	95.857	0.0653007
166.816	957.686	355.611	0.0195288
167.471	965.137	297.067	0.017593
167.471	965.137	336.595	0.017593
168.348	791.243	21.4843	0.0185353
168.348	791.243	236.988	0.0185353
168.398	962.227	298.422	0.0143092
168.882	836.238	253.376	0.0320779
169.383	943.927	7.66537	0.0301953
169.408	745.64	209.454	0.0138854
169.456	760.011	104.202	0.0210873
169.465	32.7318	186.635	0.0272516
169.986	770.896	230.021	0.019592
170.293	61.8822	44.5404	0.0187465
170.293	61.8822	330.767	0.0187465
170.968	826.143	11.597	0.0293512
170.968	826.143	104.732	0.0293512
171.477	929.236	11.8357	0.0261304
171.601	798.85	6.04059	0.0234568
171.878	712.856	244.821	0.014896
172.087	814.187	13.3043	0.0199031
172.17	709.58	207.328	0.0142585
172.17	709.58	256.737	0.0142585
172.17	709.58	328.696	0.0142585
172.305	721.663	178.826	0.0185389
172.351	733.271	249.251	0.0140979
172.456	814.571	11.5188	0.0202639
172.503	1075.88	59.6112	0.0397375
172.503	1075.88	177.428	0.0397375
172.732	716.126	17.4205	0.0235319
173.319	950.189	272.366	0.015624
174.412	563.14	314.062	0.0252704
174.868	796.443	6.88992	0.0212707
175.504	970.125	189.795	0.0382154
175.891	789.146	6.35022	0.0239377
176.234	711.069	48.4937	0.0182626
176.234	711.069	208.796	0.0182626
176.254	894.956	7.52545	0.0265079
176.314	763.925	2.09308	0.0160724
176.775	568.84	318.706	0.0203676
177.023	840.048	42.4348	0.0192923
177.106	884.126	8.30582	0.0281265
177.269	566	318.303	0.0253724
177.729	876.699	8.71249	0.0238396
178.24	939.361	200.317	0.0443824
178.981	773.512	9.19904	0.0211064
179.237	870.665	9.32843	0.0252494
179.604	571.612	313.644	0.0204957
180.115	703.966	21.3654	0.0133526
180.401	839.185	9.71695	0.030929
180.514	847.874	9.31046	0.0302106
180.52	762.881	8.93622	0.0230297
180.809	1063.69	61.2757	0.0404894
181.088	858.141	13.6205	0.032075
181.414	908.401	222.094	0.0280481
181.431	913.942	221.129	0.0201105
181.649	204.683	265.992	0.0186073
181.689	204.927	266.659	0.0188895
182.263	750.084	9.92032	0.0221692
182.441	850.934	272.698	0.0228709
182.471	956.489	194.274	0.0157462
182.824	746.417	8.79388	0.0242113
183.105	726.671	1.41174	0.0176793
183.697	785.053	356.949	0.0164564
183.698	1078.4	72.932	0.0481033
183.864	738.146	9.04413	0.0231631
184.285	734.708	9.05368	0.0245689
184.405	851.961	85.237	0.0239739
184.654	836.175	276.633	0.0331244
185.284	708.956	10.4153	0.0173917
185.284	708.956	61.6277	0.0173917
185.284	708.956	190.855	0.0173917
185.288	665.153	200.215	0.0225639
185.691	949.642	211.641	0.0135285
186.034	825.936	92.4861	0.0271334
186.231	1071.01	76.7075	0.0329884
187.723	786.163	4.5589	0.0337786
188.129	704.139	9.24365	0.029607
188.345	906.028	228.607	0.0181783
188.73	577.69	315.126	0.0247993
188.963	653.941	207.17	0.0202302
189.121	790.119	270.622	0.0244939
189.159	917.928	219.151	0.0340416
189.516	782.265	185.673	0.0350993
189.611	660.488	14.4469	0.0158225
189.62	648.657	3.32703	0.0175334
189.62	648.657	178.909	0.0175334
190.035	691.896	8.44482	0.0309265
190.732	791.495	281.894	0.0247566
190.907	807.507	190.455	0.0187064
191.032	792.229	278.516	0.0241774
191.313	777.705	188.635	0.0272008
191.432	580.6	319.339	0.0225732
191.606	1016.37	179.561	0.0222182
191.725	155.954	34.4778	0.0375008
191.789	819.71	88.5773	0.0243715
